Country_A,Port_A,Country_B,Port_B,Distance,Route,Time,Price_Per_Container,Price_Per_kg
Morocco,Tangier,India,Bombay,4987,SUEZ CANAL,20 days 19 hours,2350.2154868624,0.07834051622874667
Morocco,Tangier,United States,Savannah,3665,DIRECT,15 days 07 hours,1727.198668408,0.05757328894693333
Morocco,Tangier,Vietnam,Haiphong,8277,SUEZ CANAL,34 days 12 hours,3900.6885070704,0.13002295023568
Morocco,Tangier,Vietnam,Danang,7986,SUEZ CANAL,33 days 07 hours,3763.5494040672,0.12545164680224
Morocco,Tangier,Philippines,Manila,8296,SUEZ CANAL,34 days 14 hours,3909.6426065792,0.13032142021930668
Morocco,Tangier,Panama,Colon,4306,DIRECT,17 days 23 hours,2029.2817097312002,0.06764272365770667
Morocco,Tangier,Greece,Piraeus,1505,DIRECT,6 days 07 hours,709.258934776,0.023641964492533335
Morocco,Tangier,Spain,Valencia,411,DIRECT,1 day 17 hours,193.69131042720002,0.006456377014240001
Morocco,Tangier,China,Yingkou,9724,SUEZ CANAL,40 days 12 hours,4582.6138749248,0.15275379583082668
Morocco,Tangier,Brazil,Santos,4358,DIRECT,18 days 04 hours,2053.7876662816,0.06845958887605334
Morocco,Tangier,Saudi Arabia,Jeddah,2664,SUEZ CANAL,11 days 02 hours,1255.4590048128,0.04184863349376
Morocco,Tangier,Spain,Algeciras,32,DIRECT,03 hours,15.0805886464,0.0005026862882133333
Morocco,Tangier,Germany,Bremerhaven,1547,DIRECT,6 days 11 hours,729.0522073744,0.024301740245813334
Morocco,Tangier,Oman,Muscat,4533,SUEZ CANAL,18 days 21 hours,2136.2596354416,0.07120865451472
Morocco,Tangier,China,Dalian,9574,SUEZ CANAL,39 days 21 hours,4511.9236156448005,0.1503974538548267
Morocco,Tangier,Japan,Tokyo,9859,SUEZ CANAL,41 days 02 hours,4646.2351082768,0.15487450360922667
Morocco,Tangier,United Arab Emirates,Port Rashid,4832,SUEZ CANAL,20 days 03 hours,2277.1688856064,0.07590562952021333
Morocco,Tangier,Egypt,Port Said,1397,DIRECT,5 days 20 hours,658.3619480944001,0.021945398269813336
Morocco,Tangier,China,Yantai,9538,SUEZ CANAL,39 days 18 hours,4494.9579534176,0.14983193178058668
Morocco,Tangier,United States,Houston,4749,DIRECT,19 days 19 hours,2238.0536088048,0.07460178696016001
Morocco,Tangier,Indonesia,Tanjung Perak,7593,SUEZ CANAL,31 days 15 hours,3578.3409247536,0.11927803082512001
United States,New York,Germany,Hamburg,3620,DIRECT,15 days 02 hours,1705.991590624,0.05686638635413334
United States,New York,Vietnam,Saigon,10779,SUEZ CANAL,44 days 22 hours,5079.8020318608005,0.16932673439536003
United States,New York,Indonesia,Tanjung Priok,10395,SUEZ CANAL,43 days 08 hours,4898.834968104,0.1632944989368
United States,New York,Sri Lanka,Colombo,8600,SUEZ CANAL,35 days 20 hours,4052.90819872,0.13509693995733335
United States,New York,India,Kandla,8075,SUEZ CANAL,33 days 16 hours,3805.49229124,0.12684974304133334
United States,New York,India,Bombay,8165,SUEZ CANAL,34 days 01 hours,3847.906446808,0.12826354822693334
United States,New York,United States,Savannah,705,DIRECT,2 days 23 hours,332.244218616,0.0110748072872
United States,New York,Vietnam,Haiphong,11455,SUEZ CANAL,47 days 18 hours,5398.3794670160005,0.17994598223386668
United States,New York,Vietnam,Danang,11164,SUEZ CANAL,46 days 12 hours,5261.2403640128005,0.17537467880042668
United States,New York,Philippines,Manila,11366,PANAMA CANAL,47 days 09 hours,5356.4365798432,0.17854788599477334
United States,New York,Panama,Colon,1972,DIRECT,8 days 05 hours,929.3412753344,0.030978042511146667
United States,New York,Greece,Piraeus,4687,STRAIT OF GIBRALTAR,19 days 13 hours,2208.8349683024003,0.07362783227674667
United States,New York,Spain,Valencia,3593,STRAIT OF GIBRALTAR,14 days 23 hours,1693.2673439536002,0.05644224479845334
United States,New York,China,Yingkou,10788,PANAMA CANAL,44 days 23 hours,5084.0434474176,0.16946811491392
United States,New York,Brazil,Santos,4930,DIRECT,20 days 13 hours,2323.353188336,0.07744510627786667
United States,New York,Saudi Arabia,Jeddah,5842,SUEZ CANAL,24 days 08 hours,2753.1499647584,0.09177166549194667
United States,New York,Spain,Algeciras,3210,DIRECT,13 days 09 hours,1512.771548592,0.0504257182864
United States,New York,Germany,Bremerhaven,3583,DIRECT,14 days 22 hours,1688.5546600016,0.05628515533338667
United States,New York,Oman,Muscat,7711,SUEZ CANAL,32 days 03 hours,3633.9505953872003,0.12113168651290668
United States,New York,China,Dalian,10638,PANAMA CANAL,44 days 08 hours,5013.3531881376,0.16711177293792
United States,New York,Japan,Tokyo,9710,PANAMA CANAL,40 days 11 hours,4576.0161173920005,0.15253387057973336
United States,New York,United Arab Emirates,Port Rashid,8010,SUEZ CANAL,33 days 09 hours,3774.859845552,0.1258286615184
United States,New York,Egypt,Port Said,5119,STRAIT OF GIBRALTAR,21 days 08 hours,2412.4229150288,0.08041409716762667
United States,New York,China,Yantai,10602,PANAMA CANAL,44 days 04 hours,4996.387525910401,0.16654625086368002
United States,New York,United States,Houston,1905,DIRECT,7 days 23 hours,897.7662928560001,0.029925543095200003
United States,New York,Indonesia,Tanjung Perak,10771,SUEZ CANAL,44 days 21 hours,5076.0318846992,0.16920106282330669
Germany,Hamburg,Sri Lanka,Colombo,7008,SUEZ CANAL,29 days 05 hours,3302.6489135616002,0.11008829711872001
Germany,Hamburg,India,Kandla,6483,SUEZ CANAL,27 days 00 hours,3055.2330060816003,0.10184110020272001
Germany,Hamburg,India,Bombay,6573,SUEZ CANAL,27 days 09 hours,3097.6471616496,0.10325490538832001
Germany,Hamburg,United States,Savannah,4127,DIRECT,17 days 05 hours,1944.9246669904,0.06483082223301334
Germany,Hamburg,Vietnam,Haiphong,9863,SUEZ CANAL,41 days 02 hours,4648.1201818576,0.15493733939525334
Germany,Hamburg,Vietnam,Danang,9572,SUEZ CANAL,39 days 21 hours,4510.9810788544,0.15036603596181333
Germany,Hamburg,Panama,Colon,5054,DIRECT,21 days 01 hours,2381.7904693408,0.07939301564469334
Germany,Hamburg,Spain,Valencia,2001,STRAIT OF GIBRALTAR,8 days 08 hours,943.0080587952001,0.031433601959840005
Germany,Hamburg,China,Yingkou,11310,SUEZ CANAL,47 days 03 hours,5330.045549712,0.1776681849904
Germany,Hamburg,Germany,Bremerhaven,117,DIRECT,12 hours,55.138402238400005,0.00183794674128
Germany,Hamburg,Oman,Muscat,6119,SUEZ CANAL,25 days 12 hours,2883.6913102288,0.09612304367429333
Germany,Hamburg,China,Dalian,11160,SUEZ CANAL,46 days 12 hours,5259.355290432,0.1753118430144
Germany,Hamburg,Japan,Tokyo,11445,SUEZ CANAL,47 days 17 hours,5393.666783064,0.1797888927688
Germany,Hamburg,United Arab Emirates,Port Rashid,6418,SUEZ CANAL,26 days 18 hours,3024.6005603936,0.10082001867978667
Germany,Hamburg,Egypt,Port Said,3527,STRAIT OF GIBRALTAR,14 days 17 hours,1662.1636298704,0.05540545432901333
Germany,Hamburg,China,Yantai,11124,SUEZ CANAL,46 days 08 hours,5242.3896282048,0.17474632094016
Germany,Hamburg,United States,Houston,5262,DIRECT,21 days 22 hours,2479.8142955424,0.08266047651808
Germany,Hamburg,Indonesia,Tanjung Perak,9179,SUEZ CANAL,38 days 06 hours,4325.7725995408,0.14419241998469334
Vietnam,Saigon,Indonesia,Tanjung Priok,1032,DIRECT,4 days 07 hours,486.3489838464,0.016211632794880002
Vietnam,Saigon,Sri Lanka,Colombo,2213,DIRECT,9 days 05 hours,1042.9169585776,0.03476389861925334
Vietnam,Saigon,India,Kandla,3447,DIRECT,14 days 09 hours,1624.4621582544,0.054148738608480004
Vietnam,Saigon,India,Bombay,3081,DIRECT,12 days 20 hours,1451.9779256112001,0.048399264187040006
Vietnam,Saigon,United States,Savannah,11257,SUEZ CANAL,46 days 22 hours,5305.0683247664,0.17683561082554666
Vietnam,Saigon,Vietnam,Haiphong,803,DIRECT,3 days 08 hours,378.4285213456,0.012614284044853335
Vietnam,Saigon,Vietnam,Danang,518,DIRECT,2 days 04 hours,244.1170287136,0.008137234290453333
Vietnam,Saigon,Philippines,Manila,907,DIRECT,3 days 19 hours,427.44043444640005,0.014248014481546669
Vietnam,Saigon,Panama,Colon,9861,PANAMA CANAL,41 days 02 hours,4647.1776450672005,0.15490592150224003
Vietnam,Saigon,Greece,Piraeus,6253,SUEZ CANAL,26 days 01 hours,2946.8412751856004,0.09822804250618668
Vietnam,Saigon,Spain,Valencia,7329,SUEZ CANAL,30 days 13 hours,3453.9260684208,0.11513086894736001
Vietnam,Saigon,China,Yingkou,2269,DIRECT,9 days 11 hours,1069.3079887088,0.03564359962362666
Vietnam,Saigon,Brazil,Santos,9518,CAPE OF GOOD HOPE,39 days 16 hours,4485.5325855136,0.14951775285045332
Vietnam,Saigon,Saudi Arabia,Jeddah,4967,DIRECT,20 days 17 hours,2340.7901189584,0.07802633729861333
Vietnam,Saigon,Spain,Algeciras,7575,SUEZ CANAL,31 days 14 hours,3569.8580936400003,0.11899526978800001
Vietnam,Saigon,Germany,Bremerhaven,9139,SUEZ CANAL,38 days 02 hours,4306.9218637328,0.14356406212442668
Vietnam,Saigon,Oman,Muscat,3788,DIRECT,15 days 19 hours,1785.1646810176,0.059505489367253334
Vietnam,Saigon,China,Dalian,2119,DIRECT,8 days 20 hours,998.6177294288001,0.03328725764762667
Vietnam,Saigon,Japan,Tokyo,2430,DIRECT,10 days 03 hours,1145.182200336,0.0381727400112
Vietnam,Saigon,United Arab Emirates,Port Rashid,4076,DIRECT,17 days 00 hours,1920.8899788352,0.06402966596117333
Vietnam,Saigon,Egypt,Port Said,5660,DIRECT,23 days 14 hours,2667.379116832,0.08891263722773333
Vietnam,Saigon,China,Yantai,2083,DIRECT,8 days 16 hours,981.6520672016001,0.032721735573386666
Vietnam,Saigon,United States,Houston,11389,PANAMA CANAL,47 days 11 hours,5367.2757529328,0.17890919176442666
Vietnam,Saigon,Indonesia,Tanjung Perak,1203,DIRECT,5 days 00 hours,566.9358794256,0.01889786264752
Indonesia,Tanjung Priok,Sri Lanka,Colombo,1842,DIRECT,7 days 16 hours,868.0763839584,0.02893587946528
Indonesia,Tanjung Priok,India,Kandla,3076,DIRECT,12 days 20 hours,1449.6215836352,0.048320719454506667
Indonesia,Tanjung Priok,India,Bombay,2710,DIRECT,11 days 07 hours,1277.1373509920002,0.042571245033066675
Indonesia,Tanjung Priok,United States,Savannah,10873,SUEZ CANAL,45 days 07 hours,5124.1012610096,0.17080337536698667
Indonesia,Tanjung Priok,Vietnam,Haiphong,1668,DIRECT,6 days 23 hours,786.0756831936001,0.02620252277312
Indonesia,Tanjung Priok,Vietnam,Danang,1383,DIRECT,5 days 18 hours,651.7641905616,0.02172547301872
Indonesia,Tanjung Priok,Panama,Colon,10607,PANAMA CANAL,44 days 05 hours,4998.7438678864,0.16662479559621332
Indonesia,Tanjung Priok,Spain,Valencia,6945,SUEZ CANAL,28 days 23 hours,3272.959004664,0.1090986334888
Indonesia,Tanjung Priok,China,Yingkou,3106,DIRECT,12 days 23 hours,1463.7596354912,0.04879198784970667
Indonesia,Tanjung Priok,Brazil,Santos,8541,CAPE OF GOOD HOPE,35 days 14 hours,4025.1033634032,0.13417011211344002
Indonesia,Tanjung Priok,Spain,Algeciras,7191,SUEZ CANAL,29 days 23 hours,3388.8910298832,0.11296303432944
Indonesia,Tanjung Priok,Germany,Bremerhaven,8755,SUEZ CANAL,36 days 12 hours,4125.954799976,0.13753182666586666
Indonesia,Tanjung Priok,Oman,Muscat,3417,DIRECT,14 days 06 hours,1610.3241063984,0.05367747021328
Indonesia,Tanjung Priok,China,Dalian,2956,DIRECT,12 days 08 hours,1393.0693762112,0.04643564587370667
Indonesia,Tanjung Priok,Japan,Tokyo,3234,DIRECT,13 days 11 hours,1524.0819900768001,0.050802733002560004
Indonesia,Tanjung Priok,United Arab Emirates,Port Rashid,3705,DIRECT,15 days 11 hours,1746.049404216,0.058201646807200004
Indonesia,Tanjung Priok,Egypt,Port Said,5276,DIRECT,22 days 00 hours,2486.4120530752,0.08288040176917334
Indonesia,Tanjung Priok,China,Yantai,2920,DIRECT,12 days 04 hours,1376.103713984,0.045870123799466665
Indonesia,Tanjung Priok,United States,Houston,11957,SUEZ CANAL,49 days 20 hours,5634.9562014064,0.18783187338021334
Indonesia,Tanjung Priok,Indonesia,Tanjung Perak,384,DIRECT,1 day 14 hours,180.9670637568,0.00603223545856
Sri Lanka,Colombo,India,Kandla,1255,DIRECT,5 days 06 hours,591.441835976,0.019714727865866668
Sri Lanka,Colombo,India,Bombay,889,DIRECT,3 days 17 hours,418.95760333280003,0.013965253444426668
Sri Lanka,Colombo,United States,Savannah,9078,SUEZ CANAL,37 days 20 hours,4278.1744916256,0.14260581638752
Sri Lanka,Colombo,Vietnam,Haiphong,2889,DIRECT,12 days 01 hours,1361.4943937328,0.04538314645776
Sri Lanka,Colombo,Vietnam,Danang,2598,DIRECT,10 days 20 hours,1224.3552907296,0.04081184302432
Sri Lanka,Colombo,Philippines,Manila,2908,DIRECT,12 days 03 hours,1370.4484932416,0.04568161644138667
Sri Lanka,Colombo,Panama,Colon,9719,SUEZ CANAL,40 days 12 hours,4580.2575329488,0.15267525109829333
Sri Lanka,Colombo,Greece,Piraeus,4074,SUEZ CANAL,16 days 23 hours,1919.9474420448,0.06399824806816
Sri Lanka,Colombo,Spain,Valencia,5150,SUEZ CANAL,21 days 11 hours,2427.03223528,0.08090107450933333
Sri Lanka,Colombo,China,Yingkou,4336,DIRECT,18 days 02 hours,2043.4197615872001,0.06811399205290668
Sri Lanka,Colombo,Brazil,Santos,7719,CAPE OF GOOD HOPE,32 days 04 hours,3637.7207425488,0.12125735808495999
Sri Lanka,Colombo,Saudi Arabia,Jeddah,2788,DIRECT,11 days 15 hours,1313.8962858176,0.04379654286058667
Sri Lanka,Colombo,Spain,Algeciras,5396,SUEZ CANAL,22 days 12 hours,2542.9642604992,0.08476547534997333
Sri Lanka,Colombo,Germany,Bremerhaven,6960,SUEZ CANAL,29 days 00 hours,3280.028030592,0.1093342676864
Sri Lanka,Colombo,Oman,Muscat,1596,DIRECT,6 days 16 hours,752.1443587392,0.02507147862464
Sri Lanka,Colombo,China,Dalian,4186,DIRECT,17 days 11 hours,1972.7295023072002,0.06575765007690668
Sri Lanka,Colombo,Japan,Tokyo,4471,DIRECT,18 days 15 hours,2107.0409949392,0.07023469983130667
Sri Lanka,Colombo,United Arab Emirates,Port Rashid,1884,DIRECT,7 days 20 hours,887.8696565568,0.029595655218560002
Sri Lanka,Colombo,Egypt,Port Said,3481,DIRECT,14 days 12 hours,1640.4852836912,0.05468284278970667
Sri Lanka,Colombo,China,Yantai,4150,DIRECT,17 days 07 hours,1955.7638400800001,0.06519212800266667
Sri Lanka,Colombo,United States,Houston,10162,SUEZ CANAL,42 days 08 hours,4789.0294320224,0.15963431440074669
Sri Lanka,Colombo,Indonesia,Tanjung Perak,2218,DIRECT,9 days 06 hours,1045.2733005536,0.03484244335178666
India,Kandla,India,Bombay,415,DIRECT,1 day 18 hours,195.57638400800002,0.006519212800266667
India,Kandla,United States,Savannah,8553,SUEZ CANAL,35 days 15 hours,4030.7585841456003,0.13435861947152
India,Kandla,Vietnam,Haiphong,4123,DIRECT,17 days 04 hours,1943.0395934096,0.06476798644698667
India,Kandla,Vietnam,Danang,3832,DIRECT,15 days 23 hours,1805.9004904064002,0.06019668301354667
India,Kandla,Philippines,Manila,4142,DIRECT,17 days 06 hours,1951.9936929184,0.06506645643061333
India,Kandla,Panama,Colon,9194,SUEZ CANAL,38 days 07 hours,4332.8416254688,0.14442805418229332
India,Kandla,Greece,Piraeus,3549,SUEZ CANAL,14 days 19 hours,1672.5315345648,0.05575105115216
India,Kandla,Spain,Valencia,4625,SUEZ CANAL,19 days 07 hours,2179.6163278,0.07265387759333333
India,Kandla,China,Yingkou,5570,DIRECT,23 days 05 hours,2624.964961264,0.08749883204213334
India,Kandla,Brazil,Santos,8067,CAPE OF GOOD HOPE,33 days 15 hours,3801.7221440784,0.12672407146928
India,Kandla,Saudi Arabia,Jeddah,2263,DIRECT,9 days 10 hours,1066.4803783376,0.03554934594458667
India,Kandla,Spain,Algeciras,4871,SUEZ CANAL,20 days 07 hours,2295.5483530192,0.07651827843397334
India,Kandla,Germany,Bremerhaven,6435,SUEZ CANAL,26 days 20 hours,3032.612123112,0.10108707077040001
India,Kandla,Oman,Muscat,677,DIRECT,2 days 20 hours,319.04870355040003,0.010634956785013335
India,Kandla,China,Dalian,5420,DIRECT,22 days 14 hours,2554.2747019840003,0.08514249006613335
India,Kandla,Japan,Tokyo,5705,DIRECT,23 days 19 hours,2688.5861946160003,0.08961953982053335
India,Kandla,United Arab Emirates,Port Rashid,907,DIRECT,3 days 19 hours,427.44043444640005,0.014248014481546669
India,Kandla,Egypt,Port Said,2956,DIRECT,12 days 08 hours,1393.0693762112,0.04643564587370667
India,Kandla,China,Yantai,5384,DIRECT,22 days 10 hours,2537.3090397568003,0.08457696799189335
India,Kandla,United States,Houston,9637,SUEZ CANAL,40 days 04 hours,4541.6135245424,0.15138711748474667
India,Kandla,Indonesia,Tanjung Perak,3452,DIRECT,14 days 09 hours,1626.8185002304,0.05422728334101334
India,Bombay,United States,Savannah,8643,SUEZ CANAL,36 days 00 hours,4073.1727397136,0.13577242465712
India,Bombay,Vietnam,Haiphong,3757,DIRECT,15 days 16 hours,1770.5553607664,0.05901851202554667
India,Bombay,Vietnam,Danang,3466,DIRECT,14 days 11 hours,1633.4162577632,0.054447208592106666
India,Bombay,Philippines,Manila,3776,DIRECT,15 days 18 hours,1779.5094602752001,0.05931698200917334
India,Bombay,Panama,Colon,9284,SUEZ CANAL,38 days 16 hours,4375.2557810368,0.14584185936789332
India,Bombay,Greece,Piraeus,3639,SUEZ CANAL,15 days 04 hours,1714.9456901328,0.05716485633776
India,Bombay,Spain,Valencia,4715,SUEZ CANAL,19 days 16 hours,2222.030483368,0.07406768277893334
India,Bombay,China,Yingkou,5204,DIRECT,21 days 16 hours,2452.4807286208,0.08174935762069334
India,Bombay,Brazil,Santos,7956,CAPE OF GOOD HOPE,33 days 04 hours,3749.4113522112,0.12498037840704
India,Bombay,Saudi Arabia,Jeddah,2353,DIRECT,9 days 19 hours,1108.8945339056002,0.036963151130186674
India,Bombay,Spain,Algeciras,4961,SUEZ CANAL,20 days 16 hours,2337.9625085872003,0.07793208361957335
India,Bombay,Germany,Bremerhaven,6525,SUEZ CANAL,27 days 05 hours,3075.0262786800004,0.102500875956
India,Bombay,Oman,Muscat,853,DIRECT,3 days 13 hours,401.9919411056,0.013399731370186668
India,Bombay,China,Dalian,5054,DIRECT,21 days 01 hours,2381.7904693408,0.07939301564469334
India,Bombay,Japan,Tokyo,5339,DIRECT,22 days 06 hours,2516.1019619728,0.08387006539909334
India,Bombay,United Arab Emirates,Port Rashid,1122,DIRECT,4 days 16 hours,528.7631394144,0.01762543798048
India,Bombay,Egypt,Port Said,3046,DIRECT,12 days 17 hours,1435.4835317792001,0.04784945105930667
India,Bombay,China,Yantai,5018,DIRECT,20 days 22 hours,2364.8248071136,0.07882749357045334
India,Bombay,United States,Houston,9727,SUEZ CANAL,40 days 13 hours,4584.0276801104,0.15280092267034667
India,Bombay,Indonesia,Tanjung Perak,3086,DIRECT,12 days 21 hours,1454.3342675872,0.04847780891957333
United States,Savannah,Vietnam,Haiphong,11408,PANAMA CANAL,47 days 13 hours,5376.2298524416,0.17920766174805333
United States,Savannah,Vietnam,Danang,11281,PANAMA CANAL,47 days 00 hours,5316.3787662512,0.1772126255417067
United States,Savannah,Philippines,Manila,10957,PANAMA CANAL,45 days 16 hours,5163.687806206401,0.1721229268735467
United States,Savannah,Panama,Colon,1563,DIRECT,6 days 12 hours,736.5925016976,0.024553083389920002
United States,Savannah,Greece,Piraeus,5165,STRAIT OF GIBRALTAR,21 days 13 hours,2434.1012612080003,0.08113670870693335
United States,Savannah,Spain,Valencia,4071,STRAIT OF GIBRALTAR,16 days 23 hours,1918.5336368592,0.06395112122864
United States,Savannah,Brazil,Santos,4889,DIRECT,20 days 09 hours,2304.0311841328003,0.07680103947109335
United States,Savannah,Saudi Arabia,Jeddah,6320,SUEZ CANAL,26 days 08 hours,2978.416257664,0.09928054192213334
United States,Savannah,Spain,Algeciras,3688,DIRECT,15 days 09 hours,1738.0378414976,0.05793459471658667
United States,Savannah,Germany,Bremerhaven,4090,DIRECT,17 days 01 hours,1927.487736368,0.06424959121226667
United States,Savannah,Oman,Muscat,8189,SUEZ CANAL,34 days 03 hours,3859.2168882928004,0.12864056294309334
United States,Savannah,China,Dalian,10229,PANAMA CANAL,42 days 15 hours,4820.6044145008,0.16068681381669334
United States,Savannah,Japan,Tokyo,9301,PANAMA CANAL,38 days 18 hours,4383.2673437552,0.14610891145850669
United States,Savannah,United Arab Emirates,Port Rashid,8488,SUEZ CANAL,35 days 09 hours,4000.1261384576,0.13333753794858666
United States,Savannah,Egypt,Port Said,5597,STRAIT OF GIBRALTAR,23 days 08 hours,2637.6892079344,0.08792297359781334
United States,Savannah,China,Yantai,10193,PANAMA CANAL,42 days 11 hours,4803.6387522736,0.16012129174245335
United States,Savannah,United States,Houston,1349,DIRECT,5 days 15 hours,635.7410651248,0.021191368837493334
United States,Savannah,Indonesia,Tanjung Perak,11249,SUEZ CANAL,46 days 21 hours,5301.2981776048,0.17670993925349332
Vietnam,Haiphong,Vietnam,Danang,308,DIRECT,1 day 07 hours,145.1506657216,0.004838355524053334
Vietnam,Haiphong,Philippines,Manila,952,DIRECT,3 days 23 hours,448.6475122304,0.014954917074346668
Vietnam,Haiphong,Panama,Colon,9845,PANAMA CANAL,41 days 01 hours,4639.637350744,0.15465457835813334
Vietnam,Haiphong,Greece,Piraeus,6929,SUEZ CANAL,28 days 21 hours,3265.4187103408003,0.10884729034469334
Vietnam,Haiphong,Spain,Valencia,8005,SUEZ CANAL,33 days 09 hours,3772.503503576,0.12575011678586667
Vietnam,Haiphong,Brazil,Santos,10154,CAPE OF GOOD HOPE,42 days 07 hours,4785.2592848608,0.15950864282869334
Vietnam,Haiphong,Saudi Arabia,Jeddah,5643,DIRECT,23 days 12 hours,2659.3675541136,0.08864558513712
Vietnam,Haiphong,Spain,Algeciras,8251,SUEZ CANAL,34 days 09 hours,3888.4355287952003,0.12961451762650666
Vietnam,Haiphong,Germany,Bremerhaven,9815,SUEZ CANAL,40 days 22 hours,4625.499298888,0.15418330996293333
Vietnam,Haiphong,Oman,Muscat,4464,DIRECT,18 days 14 hours,2103.7421161728003,0.07012473720576001
Vietnam,Haiphong,China,Dalian,1866,DIRECT,7 days 19 hours,879.3868254432,0.02931289418144
Vietnam,Haiphong,Japan,Tokyo,2206,DIRECT,9 days 05 hours,1039.6180798112,0.03465393599370667
Vietnam,Haiphong,United Arab Emirates,Port Rashid,4752,DIRECT,19 days 19 hours,2239.4674139904,0.07464891379968
Vietnam,Haiphong,Egypt,Port Said,6336,DIRECT,26 days 10 hours,2985.9565519872003,0.09953188506624001
Vietnam,Haiphong,China,Yantai,1830,DIRECT,7 days 15 hours,862.4211632160001,0.028747372107200003
Vietnam,Haiphong,United States,Houston,11373,PANAMA CANAL,47 days 09 hours,5359.7354586096,0.17865784862032
Vietnam,Haiphong,Indonesia,Tanjung Perak,1820,DIRECT,7 days 14 hours,857.7084792640001,0.028590282642133334
Vietnam,Danang,Philippines,Manila,758,DIRECT,3 days 04 hours,357.22144356160004,0.011907381452053334
Vietnam,Danang,Panama,Colon,9718,PANAMA CANAL,40 days 12 hours,4579.786264553601,0.15265954215178668
Vietnam,Danang,Greece,Piraeus,6638,SUEZ CANAL,27 days 16 hours,3128.2796073376003,0.10427598691125334
Vietnam,Danang,Spain,Valencia,7714,SUEZ CANAL,32 days 03 hours,3635.3644005728,0.12117881335242667
Vietnam,Danang,Brazil,Santos,9869,CAPE OF GOOD HOPE,41 days 03 hours,4650.947792228801,0.15503159307429334
Vietnam,Danang,Saudi Arabia,Jeddah,5352,DIRECT,22 days 07 hours,2522.2284511104003,0.08407428170368002
Vietnam,Danang,Spain,Algeciras,7960,SUEZ CANAL,33 days 04 hours,3751.2964257920003,0.1250432141930667
Vietnam,Danang,Germany,Bremerhaven,9524,SUEZ CANAL,39 days 16 hours,4488.3601958848,0.14961200652949333
Vietnam,Danang,Oman,Muscat,4173,DIRECT,17 days 09 hours,1966.6030131696,0.06555343377232
Vietnam,Danang,China,Dalian,1736,DIRECT,7 days 06 hours,818.1219340672001,0.027270731135573337
Vietnam,Danang,Japan,Tokyo,2081,DIRECT,8 days 16 hours,980.7095304112,0.03269031768037334
Vietnam,Danang,United Arab Emirates,Port Rashid,4461,DIRECT,18 days 14 hours,2102.3283109872,0.07007761036624
Vietnam,Danang,Egypt,Port Said,6045,DIRECT,25 days 05 hours,2848.8174489840003,0.09496058163280001
Vietnam,Danang,China,Yantai,1700,DIRECT,7 days 02 hours,801.15627184,0.026705209061333335
Vietnam,Danang,United States,Houston,11246,PANAMA CANAL,46 days 21 hours,5299.8843724192,0.17666281241397333
Vietnam,Danang,Indonesia,Tanjung Perak,1536,DIRECT,6 days 10 hours,723.8682550272,0.02412894183424
Philippines,Manila,Panama,Colon,9394,PANAMA CANAL,39 days 03 hours,4427.0953045088,0.14756984348362667
Philippines,Manila,Spain,Valencia,8024,SUEZ CANAL,33 days 10 hours,3781.4576030848,0.12604858676949335
Philippines,Manila,Brazil,Santos,10048,CAPE OF GOOD HOPE,41 days 21 hours,4735.3048349696,0.15784349449898666
Philippines,Manila,Saudi Arabia,Jeddah,5662,DIRECT,23 days 14 hours,2668.3216536224,0.08894405512074667
Philippines,Manila,Spain,Algeciras,8270,SUEZ CANAL,34 days 11 hours,3897.3896283040003,0.12991298761013334
Philippines,Manila,Germany,Bremerhaven,9834,SUEZ CANAL,40 days 23 hours,4634.4533983968,0.15448177994656
Philippines,Manila,Oman,Muscat,4483,DIRECT,18 days 16 hours,2112.6962156816003,0.07042320718938667
Philippines,Manila,China,Dalian,1556,DIRECT,6 days 12 hours,733.2936229312,0.024443120764373334
Philippines,Manila,Japan,Tokyo,1770,DIRECT,7 days 09 hours,834.1450595040001,0.027804835316800003
Philippines,Manila,United Arab Emirates,Port Rashid,4771,DIRECT,19 days 21 hours,2248.4215134992,0.07494738378330666
Philippines,Manila,Egypt,Port Said,6355,DIRECT,26 days 12 hours,2994.9106514960004,0.09983035504986668
Philippines,Manila,China,Yantai,1520,DIRECT,6 days 08 hours,716.327960704,0.023877598690133332
Philippines,Manila,United States,Houston,10922,PANAMA CANAL,45 days 12 hours,5147.1934123744,0.17157311374581335
Philippines,Manila,Indonesia,Tanjung Perak,1567,DIRECT,6 days 13 hours,738.4775752784001,0.02461591917594667
Panama,Colon,Greece,Piraeus,5806,STRAIT OF GIBRALTAR,24 days 05 hours,2736.1843025312,0.09120614341770666
Panama,Colon,Spain,Valencia,4712,STRAIT OF GIBRALTAR,19 days 15 hours,2220.6166781824,0.07402055593941333
Panama,Colon,Brazil,Santos,4433,DIRECT,18 days 11 hours,2089.1327959216,0.06963775986405334
Panama,Colon,Saudi Arabia,Jeddah,6961,SUEZ CANAL,29 days 00 hours,3280.4992989872003,0.10934997663290667
Panama,Colon,Spain,Algeciras,4329,DIRECT,18 days 01 hours,2040.1208828208,0.06800402942736
Panama,Colon,Germany,Bremerhaven,5006,DIRECT,20 days 21 hours,2359.1695863712002,0.07863898621237334
Panama,Colon,Oman,Muscat,8830,SUEZ CANAL,36 days 19 hours,4161.299929616001,0.13870999765386668
Panama,Colon,China,Dalian,8666,PANAMA CANAL,36 days 03 hours,4084.0119128032,0.13613373042677335
